,date,cases_new,cases_pvax,cases_fvax,cases_vax
586,2021-09-02,20988,5136.0,6234.0,11370.0
587,2021-09-03,19378,4735.0,5988.0,10723.0
588,2021-09-04,19057,4508.0,6179.0,10687.0
589,2021-09-05,20396,4653.0,6823.0,11476.0
590,2021-09-06,17352,4032.0,5948.0,9980.0
591,2021-09-07,18547,4183.0,6100.0,10283.0
592,2021-09-08,19733,4468.0,6971.0,11439.0
593,2021-09-09,19307,4326.0,6876.0,11202.0
594,2021-09-10,21176,4731.0,7911.0,12642.0
595,2021-09-11,19550,3991.0,7260.0,11251.0
596,2021-09-12,19198,3792.0,7838.0,11630.0
597,2021-09-13,16073,3286.0,6364.0,9650.0
598,2021-09-14,15669,3469.0,6121.0,9590.0
599,2021-09-15,19495,3481.0,8388.0,11869.0
600,2021-09-16,18815,3761.0,7913.0,11674.0
601,2021-09-17,17577,3742.0,7219.0,10961.0
602,2021-09-18,15549,3185.0,6643.0,9828.0
603,2021-09-19,14954,2886.0,6401.0,9287.0
604,2021-09-20,14345,2594.0,6481.0,9075.0
605,2021-09-21,15759,2812.0,7314.0,10126.0
606,2021-09-22,14990,2756.0,6831.0,9587.0
607,2021-09-23,13754,2207.0,6345.0,8552.0
608,2021-09-24,14554,2241.0,7196.0,9437.0
609,2021-09-25,13899,1917.0,6860.0,8777.0
610,2021-09-26,13104,2010.0,6604.0,8614.0
611,2021-09-27,10959,1495.0,5659.0,7154.0
612,2021-09-28,11332,1588.0,5800.0,7388.0
613,2021-09-29,12434,1648.0,6741.0,8389.0
614,2021-09-30,12735,1678.0,6849.0,8527.0
615,2021-10-01,11889,1476.0,6589.0,8065.0
616,2021-10-02,10915,1305.0,5890.0,7195.0
617,2021-10-03,9066,1123.0,4950.0,6073.0
618,2021-10-04,8075,1097.0,4292.0,5389.0
619,2021-10-05,8817,1063.0,5108.0,6171.0
620,2021-10-06,9380,1041.0,5343.0,6384.0
621,2021-10-07,9890,1146.0,5658.0,6804.0
622,2021-10-08,9751,1034.0,5689.0,6723.0
623,2021-10-09,8743,950.0,5143.0,6093.0
624,2021-10-10,7373,770.0,4407.0,5177.0
625,2021-10-11,6709,675.0,4029.0,4704.0
626,2021-10-12,7276,0.0,0.0,0.0
